Player Name,1-Putts per Round,2-Putts per Round,3-Putt Avoidance,3-Putts per Round,Back 9 Scoring Average,Ball Striking,Birdie Average,Birdie or Better Conversion Percentage,Birdie to Bogey Ratio,Bogey Average,Bogey Avoidance,Bounce Back,Driving Accuracy Percentage,Driving Distance,Driving Pct. 240-260 (Measured),Driving Pct. 260-280 (Measured),Driving Pct. 280-300 (Measured),Driving Pct. 300+ (Measured),Driving Pct. 300-320 (Measured),Driving Pct. 320+ (Measured),Driving Pct. <= 240 (Measured),First Tee Early Scoring Average,First Tee Late Scoring Average,Front 9 Scoring Average,GIR Percentage from Fairway,GIR Percentage from Other than Fairway,Good Drive Percentage,Greens in Regulation Percentage,One-Putt Percentage,One-Putt Percentage - Round 1,Overall Putting Average,Par 3 Birdie or Better Leaders,Par 3 Performance,Par 3 Scoring Average,Par 4 Birdie or Better Leaders,Par 4 Performance,Par 4 Scoring Average,Par 5 Birdie or Better Leaders,Par 5 Performance,Par 5 Scoring Average,Par Breakers,Percentage of Available Purse Won,Percentage of potential money won,Putting Average,Putts Per Round,Reverse Bounce Back,Rounds in the 60's,Sand Save Percentage,Scoring Average (Actual),Scrambling,Scrambling Rough (RTP Score),Stroke Differential Field Average,Tenth Tee Early Scoring Average,Tenth Tee Late Scoring Average,Total Birdies,Total Driving,Total Eagles
Carlos Ortiz,35.75,55.291666666666664,84.25,10.583333333333334,158.70833333333334,67.9375,25.958333333333332,77.08333333333333,28.75,12.416666666666666,89.16666666666667,13.0,99.875,2684.375,19.5,14.636363636363637,14.5,19.75,17.75,15.0,19.5,116.83333333333333,123.80952380952381,157.41666666666666,68.54166666666667,47.375,117.29166666666667,139.875,109.41666666666667,35.125,208.41666666666666,25.041666666666668,84.5,72.41666666666667,58.25,279.5,227.58333333333334,25.291666666666668,120.25,89.79166666666667,99.91666666666667,4.142857142857143,4.142857142857143,165.54166666666666,107.09375,23.5,5.4375,14.583333333333334,307.4583333333333,40.083333333333336,19.1875,13.0,47.53333333333333,64.75,32.4375,100.1875,7.4
Chad Campbell,13.952380952380953,18.61904761904762,29.571428571428573,3.6666666666666665,58.095238095238095,116.07142857142857,9.476190476190476,26.476190476190474,12.19047619047619,5.904761904761905,33.142857142857146,4.571428571428571,38.19047619047619,889.047619047619,6.857142857142857,5.523809523809524,5.809523809523809,5.428571428571429,5.333333333333333,6.533333333333333,6.857142857142857,38.666666666666664,54.916666666666664,55.666666666666664,28.61904761904762,10.380952380952381,41.04761904761905,47.76190476190476,39.857142857142854,16.19047619047619,72.85714285714286,9.047619047619047,29.714285714285715,24.857142857142858,20.238095238095237,94.28571428571429,77.95238095238095,9.19047619047619,47.285714285714285,36.857142857142854,35.42857142857143,2.25,2.25,57.86363636363637,41.82142857142857,8.952380952380953,2.25,5.142857142857143,110.71428571428571,15.19047619047619,9.214285714285714,4.571428571428571,32.333333333333336,26.19047619047619,11.928571428571429,107.5,4.125
Chan Kim,17.666666666666668,25.0,38.666666666666664,4.666666666666667,75.0,,10.166666666666666,31.666666666666668,13.833333333333334,8.0,43.666666666666664,6.0,41.666666666666664,,,,,,,,,97.0,,74.0,25.666666666666668,22.166666666666668,48.166666666666664,61.666666666666664,51.666666666666664,15.0,95.66666666666667,12.833333333333334,45.0,38.833333333333336,23.333333333333332,123.0,104.66666666666667,12.0,53.0,39.5,44.166666666666664,1.5,1.5,68.5,53.0,8.333333333333334,1.75,7.166666666666667,145.0,21.666666666666668,,6.0,27.0,37.833333333333336,12.25,,6.0
Chandler Phillips,13.666666666666666,16.19047619047619,28.333333333333332,4.0476190476190474,51.285714285714285,98.78571428571429,8.285714285714286,24.0,11.19047619047619,5.333333333333333,31.476190476190474,4.285714285714286,33.904761904761905,872.952380952381,6.428571428571429,6.428571428571429,5.571428571428571,5.857142857142857,5.333333333333333,4.809523809523809,6.428571428571429,40.42857142857143,26.666666666666668,57.523809523809526,24.761904761904763,12.571428571428571,37.714285714285715,44.666666666666664,37.95238095238095,14.904761904761905,68.19047619047619,8.047619047619047,27.857142857142858,24.571428571428573,17.857142857142858,87.85714285714286,75.0,9.523809523809524,45.0,33.523809523809526,32.57142857142857,2.0,2.0,49.95238095238095,39.82142857142857,7.571428571428571,,4.714285714285714,105.95238095238095,14.476190476190476,9.357142857142858,4.285714285714286,26.0,39.142857142857146,10.285714285714286,93.53571428571429,4.285714285714286
Charles Howell III,34.5,47.111111111111114,87.93333333333334,13.666666666666666,139.11111111111111,67.08333333333333,22.77777777777778,70.27777777777777,27.666666666666668,11.777777777777779,79.55555555555556,11.333333333333334,85.88888888888889,1552.2777777777778,13.0,9.0,9.666666666666666,12.222222222222221,9.833333333333334,11.055555555555555,13.0,92.0,125.05555555555556,137.5,60.666666666666664,38.94444444444444,98.83333333333333,122.16666666666667,98.72222222222223,28.944444444444443,182.33333333333334,20.88888888888889,75.66666666666667,66.16666666666667,51.05555555555556,239.0,195.38888888888889,23.5,107.33333333333333,79.27777777777777,87.88888888888889,2.8333333333333335,2.8333333333333335,136.94736842105263,94.83333333333333,20.833333333333332,5.0,14.222222222222221,269.05555555555554,32.333333333333336,9.5,11.333333333333334,32.55555555555556,54.8,28.5,100.04166666666667,7.0
Charley Hoffman,29.952380952380953,42.857142857142854,66.71428571428571,8.428571428571429,127.04761904761905,98.07142857142857,23.047619047619047,61.76190476190476,29.38095238095238,12.0,74.76190476190476,10.285714285714286,80.0,1765.2380952380952,13.714285714285714,9.9,11.0,12.714285714285714,11.476190476190476,10.9,13.714285714285714,80.72222222222223,109.95238095238095,128.14285714285714,54.57142857142857,35.95238095238095,93.9047619047619,108.19047619047619,88.23809523809524,27.952380952380953,164.95238095238096,19.952380952380953,66.85714285714286,58.42857142857143,46.095238095238095,216.57142857142858,179.95238095238096,22.285714285714285,100.85714285714286,75.0952380952381,81.47619047619048,3.0,3.0,120.71428571428571,85.75,21.952380952380953,2.9285714285714284,11.571428571428571,248.33333333333334,32.333333333333336,10.714285714285714,10.285714285714286,54.714285714285715,28.444444444444443,29.428571428571427,100.53571428571429,7.5
Chase Koepka,18.733333333333334,26.933333333333334,41.46666666666667,5.2,77.26666666666667,61.8,12.333333333333334,38.06666666666667,14.666666666666666,5.466666666666667,44.666666666666664,6.4,51.8,823.4666666666667,7.2,5.133333333333334,5.466666666666667,6.466666666666667,5.8,5.466666666666667,7.2,79.86666666666666,24.466666666666665,80.93333333333334,38.46666666666667,17.866666666666667,57.8,68.4,55.0,16.266666666666666,103.13333333333334,11.733333333333333,41.6,36.46666666666667,29.133333333333333,139.2,115.26666666666667,12.333333333333334,57.2,42.733333333333334,48.93333333333333,1.6,1.6,79.13333333333334,56.65,10.533333333333333,2.3,10.066666666666666,153.93333333333334,19.666666666666668,4.7,6.4,39.666666666666664,26.333333333333332,15.3,79.3,3.7
Chase Seiffert,27.375,34.166666666666664,57.0,7.190476190476191,108.04166666666667,176.5625,16.125,46.208333333333336,22.916666666666668,12.541666666666666,63.125,8.5,62.666666666666664,1732.9166666666667,12.75,10.26086956521739,10.0,11.75,10.708333333333334,9.541666666666666,12.75,92.04166666666667,40.57142857142857,104.625,37.791666666666664,33.708333333333336,74.04166666666667,86.41666666666667,75.54166666666667,30.333333333333332,134.91666666666666,15.695652173913043,55.25,48.833333333333336,37.375,183.25,154.58333333333334,17.875,78.0,57.416666666666664,64.625,3.5714285714285716,3.5714285714285716,110.85714285714286,71.84375,14.875,3.9375,9.333333333333334,207.0,30.791666666666668,16.25,8.5,40.38095238095238,52.458333333333336,19.9375,147.3125,4.75
Chase Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesson Hadley,27.38095238095238,42.23809523809524,66.28571428571429,9.619047619047619,123.57142857142857,62.142857142857146,19.61904761904762,61.333333333333336,24.904761904761905,11.380952380952381,71.38095238095238,10.0,77.23809523809524,1709.4285714285713,13.285714285714286,13.285714285714286,10.857142857142858,12.380952380952381,10.714285714285714,11.05,13.285714285714286,77.72222222222223,84.95238095238095,123.76190476190476,53.0,36.57142857142857,91.04761904761905,108.9047619047619,84.04761904761905,26.095238095238095,164.04761904761904,20.63157894736842,65.0,56.19047619047619,43.95238095238095,210.71428571428572,174.95238095238096,20.904761904761905,97.85714285714286,72.85714285714286,76.85714285714286,3.3333333333333335,3.3333333333333335,118.58333333333333,87.35714285714286,17.761904761904763,4.583333333333333,9.80952380952381,240.66666666666666,26.38095238095238,12.428571428571429,10.0,28.0,82.72222222222223,24.428571428571427,110.46428571428571,5.857142857142857
Chez Reavie,27.444444444444443,40.05555555555556,63.5,8.722222222222221,121.72222222222223,84.08333333333333,18.61111111111111,56.27777777777778,24.77777777777778,12.222222222222221,70.22222222222223,9.666666666666666,78.22222222222223,1124.1666666666667,10.5,7.333333333333333,8.833333333333334,8.61111111111111,8.277777777777779,7.333333333333333,10.5,50.46666666666667,79.05555555555556,118.77777777777777,58.333333333333336,26.0,86.66666666666667,102.83333333333333,82.22222222222223,27.055555555555557,156.27777777777777,17.72222222222222,64.83333333333333,57.22222222222222,43.166666666666664,201.5,166.88888888888889,19.333333333333332,94.0,71.16666666666667,73.77777777777777,2.8333333333333335,2.8333333333333335,113.3157894736842,82.375,16.333333333333332,3.8333333333333335,10.88888888888889,234.05555555555554,28.944444444444443,11.083333333333334,9.666666666666666,58.333333333333336,76.6,23.083333333333332,111.125,5.909090909090909
Chip McDaniel,10.0,10.4,24.363636363636363,4.666666666666667,35.4,204.9,5.0,13.733333333333333,6.333333333333333,3.2,20.0,2.8,21.333333333333332,558.3333333333334,4.0,4.2,3.8,3.533333333333333,3.2666666666666666,4.181818181818182,4.2,49.333333333333336,30.666666666666668,34.8,14.2,9.0,24.333333333333332,27.4,25.866666666666667,11.933333333333334,43.333333333333336,6.7272727272727275,18.2,16.066666666666666,12.666666666666666,59.0,47.86666666666667,5.133333333333334,27.4,22.133333333333333,20.866666666666667,2.0,2.0,27.2,27.1,5.636363636363637,2.0,2.466666666666667,68.33333333333333,13.066666666666666,4.2,2.8,29.133333333333333,,6.1,152.0,2.8
Chris Baker,15.625,31.166666666666668,44.791666666666664,6.541666666666667,86.29166666666667,106.3125,10.583333333333334,36.75,15.5,9.708333333333334,49.916666666666664,6.75,54.125,1323.9166666666667,7.3478260869565215,7.916666666666667,8.25,8.291666666666666,7.916666666666667,7.7727272727272725,10.125,44.666666666666664,49.666666666666664,85.08333333333333,40.416666666666664,19.083333333333332,60.0,71.54166666666667,53.875,27.541666666666668,113.33333333333333,13.08695652173913,43.875,38.625,28.958333333333332,147.375,124.83333333333333,12.347826086956522,59.625,46.166666666666664,48.833333333333336,5.0,5.0,84.66666666666667,63.15625,9.291666666666666,2.5833333333333335,6.217391304347826,166.875,19.708333333333332,10.9375,6.75,48.80952380952381,42.625,12.5,122.5,6.75
Chris Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Stroud,23.38888888888889,32.666666666666664,53.05555555555556,7.388888888888889,100.11111111111111,155.75,14.166666666666666,45.77777777777778,20.72222222222222,11.5,59.611111111111114,8.0,61.72222222222222,1562.8333333333333,12.0,10.0,9.11111111111111,10.222222222222221,9.944444444444445,8.764705882352942,12.0,68.4,64.77777777777777,101.94444444444444,42.5,26.61111111111111,70.94444444444444,84.66666666666667,68.72222222222223,23.72222222222222,130.88888888888889,15.0,52.0,46.55555555555556,35.55555555555556,170.66666666666666,142.55555555555554,15.38888888888889,75.66666666666667,58.27777777777778,59.77777777777778,2.8,2.8,97.75,71.20833333333333,13.058823529411764,2.9,9.833333333333334,196.72222222222223,23.833333333333332,10.916666666666666,8.0,61.0,26.066666666666666,17.25,172.875,4.818181818181818
Christiaan Bezuidenhout,15.666666666666666,12.666666666666666,38.0,,50.0,,8.666666666666666,19.666666666666668,12.333333333333334,6.0,29.666666666666668,4.0,31.0,,,,,,,,,23.666666666666668,49.0,48.333333333333336,20.0,11.0,33.0,38.0,38.333333333333336,10.0,58.333333333333336,8.0,26.0,22.0,18.333333333333332,82.0,66.66666666666667,8.333333333333334,42.0,32.333333333333336,32.0,1.0,1.0,33.666666666666664,32.0,8.0,1.5,3.0,95.66666666666667,19.666666666666668,,4.0,25.666666666666668,,11.0,,3.0
Cody Gribble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Hammer,11.666666666666666,16.666666666666668,26.333333333333332,3.6666666666666665,51.0,151.875,8.0,24.0,10.333333333333334,3.3333333333333335,29.0,4.0,29.333333333333332,780.3333333333334,6.0,4.666666666666667,5.333333333333333,4.666666666666667,4.666666666666667,6.0,6.0,26.0,27.333333333333332,50.666666666666664,18.666666666666668,16.666666666666668,35.333333333333336,42.666666666666664,34.333333333333336,10.666666666666666,65.33333333333333,7.666666666666667,26.0,22.666666666666668,17.333333333333332,82.0,69.0,8.333333333333334,42.0,32.666666666666664,30.666666666666668,,,49.0,38.5,8.0,1.0,4.666666666666667,99.0,11.666666666666666,7.5,4.0,24.0,25.666666666666668,10.0,215.5,4.0
Collin Morikawa,34.44444444444444,41.72222222222222,68.83333333333333,8.38888888888889,128.0,108.5,23.27777777777778,63.888888888888886,28.055555555555557,11.833333333333334,75.44444444444444,10.666666666666666,83.27777777777777,1504.5,12.666666666666666,12.666666666666666,10.61111111111111,11.166666666666666,9.722222222222221,9.88888888888889,12.666666666666666,51.55555555555556,169.94444444444446,131.55555555555554,57.111111111111114,33.94444444444444,95.05555555555556,112.05555555555556,94.88888888888889,24.88888888888889,167.94444444444446,20.61111111111111,71.33333333333333,62.05555555555556,48.333333333333336,225.33333333333334,183.66666666666666,22.333333333333332,100.33333333333333,74.27777777777777,84.16666666666667,2.6666666666666665,2.6666666666666665,124.38888888888889,86.625,21.529411764705884,3.9166666666666665,13.11111111111111,252.44444444444446,35.5,10.416666666666666,10.666666666666666,51.05555555555556,28.22222222222222,29.583333333333332,105.5,8.0
Colt Knost,5.666666666666667,8.666666666666666,13.0,1.6666666666666667,25.666666666666668,240.83333333333334,2.6666666666666665,8.666666666666666,5.0,4.0,15.666666666666666,2.0,13.666666666666666,371.3333333333333,3.0,2.6666666666666665,2.6666666666666665,3.0,3.0,3.0,3.0,24.666666666666668,,26.666666666666668,7.333333333333333,9.333333333333334,17.0,19.333333333333332,17.0,8.333333333333334,32.666666666666664,5.0,13.0,12.0,7.666666666666667,41.0,35.333333333333336,4.333333333333333,21.0,16.333333333333332,14.0,,,19.666666666666668,23.25,2.3333333333333335,,3.6666666666666665,51.0,8.666666666666666,2.0,2.0,,27.0,3.0,239.58333333333334,2.0
Conrad Shindler,5.333333333333333,9.0,13.0,1.6666666666666667,25.333333333333332,96.7,2.3333333333333335,9.0,4.333333333333333,3.3333333333333335,15.333333333333334,2.0,18.0,425.6666666666667,3.0,3.0,2.3333333333333335,3.0,2.3333333333333335,2.6666666666666665,3.0,,25.333333333333332,26.0,13.666666666666666,2.6666666666666665,18.666666666666668,20.0,16.666666666666668,9.333333333333334,33.0,5.0,13.0,12.333333333333334,9.0,49.0,42.333333333333336,2.6666666666666665,11.0,8.0,13.666666666666666,,,22.0,23.25,2.5,,2.0,50.0,7.666666666666667,5.5,2.0,25.333333333333332,,2.5,18.75,2.0
Corey Conners,25.476190476190474,37.38095238095238,57.714285714285715,7.523809523809524,110.14285714285714,40.5,19.19047619047619,56.19047619047619,23.761904761904763,10.285714285714286,63.23809523809524,8.857142857142858,69.76190476190476,1121.0,9.857142857142858,9.857142857142858,8.095238095238095,8.666666666666666,7.476190476190476,7.761904761904762,9.857142857142858,103.55555555555556,50.142857142857146,107.28571428571429,51.666666666666664,27.095238095238095,79.71428571428571,96.19047619047619,75.66666666666667,25.761904761904763,143.47619047619048,18.142857142857142,59.285714285714285,50.80952380952381,38.666666666666664,181.57142857142858,149.23809523809524,18.857142857142858,90.14285714285714,67.57142857142857,69.76190476190476,3.0,3.0,109.31818181818181,76.78571428571429,18.333333333333332,3.6666666666666665,9.619047619047619,211.52380952380952,23.476190476190474,9.642857142857142,8.857142857142858,46.857142857142854,40.166666666666664,24.357142857142858,75.46428571428571,7.0
Curtis Luck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.A. Points,7.666666666666667,13.333333333333334,23.2,3.3333333333333335,40.333333333333336,220.5625,4.666666666666667,13.5,7.5,4.5,22.833333333333332,3.0,21.666666666666668,571.5,4.5,3.5,4.5,4.5,4.5,4.5,4.5,25.333333333333332,26.333333333333332,36.5,12.666666666666666,12.333333333333334,26.0,29.5,24.666666666666668,13.0,48.333333333333336,6.2,19.5,17.833333333333332,13.666666666666666,69.5,59.333333333333336,4.833333333333333,21.5,16.666666666666668,21.666666666666668,,,35.56,30.5,4.166666666666667,,2.4,74.83333333333333,12.333333333333334,7.25,3.0,25.333333333333332,26.0,5.5,210.25,3.0
D.J. Trahan,23.291666666666668,35.708333333333336,55.69565217391305,7.190476190476191,102.66666666666667,69.625,16.375,48.041666666666664,20.25,9.666666666666666,58.875,8.25,65.33333333333333,1719.75,12.375,10.3,10.0,11.666666666666666,10.291666666666666,9.625,12.375,90.33333333333333,40.333333333333336,99.95833333333333,46.041666666666664,25.625,73.79166666666667,87.04166666666667,70.04166666666667,23.958333333333332,133.83333333333334,14.708333333333334,53.625,46.875,38.25,186.125,155.41666666666666,15.666666666666666,65.375,47.083333333333336,63.125,2.5,2.5,101.34615384615384,72.03125,14.708333333333334,2.4375,10.5,197.125,26.666666666666668,14.375,8.25,44.19047619047619,40.75,20.4375,67.6875,8.25
Daniel Berger,34.888888888888886,35.388888888888886,69.52941176470588,10.133333333333333,121.11111111111111,113.66666666666667,23.055555555555557,58.72222222222222,29.333333333333332,12.055555555555555,72.66666666666667,10.0,78.55555555555556,1804.111111111111,10.5,13.666666666666666,9.777777777777779,14.0,12.555555555555555,10.555555555555555,13.666666666666666,68.94444444444444,106.55555555555556,124.38888888888889,54.833333333333336,31.0,89.27777777777777,102.94444444444444,91.55555555555556,27.88888888888889,156.11111111111111,19.11111111111111,67.0,59.72222222222222,45.22222222222222,211.66666666666666,175.0,22.333333333333332,93.33333333333333,67.44444444444444,80.0,2.8333333333333335,2.8333333333333335,119.05,80.58333333333333,21.666666666666668,4.416666666666667,11.555555555555555,238.83333333333334,36.611111111111114,15.083333333333334,10.0,40.666666666666664,45.55555555555556,29.583333333333332,72.375,5.909090909090909
Daniel Chopra,15.285714285714286,21.952380952380953,35.714285714285715,4.9523809523809526,70.85714285714286,235.21428571428572,7.809523809523809,22.80952380952381,12.761904761904763,7.714285714285714,40.80952380952381,5.428571428571429,38.523809523809526,1058.8095238095239,5.809523809523809,5.9523809523809526,6.380952380952381,7.190476190476191,7.142857142857143,7.666666666666667,8.142857142857142,32.38095238095238,40.095238095238095,69.23809523809524,22.19047619047619,21.095238095238095,44.714285714285715,52.04761904761905,46.04761904761905,16.523809523809526,86.71428571428571,10.238095238095237,35.285714285714285,31.095238095238095,21.333333333333332,111.85714285714286,95.9047619047619,10.952380952380953,56.285714285714285,43.857142857142854,38.904761904761905,1.7142857142857142,1.7142857142857142,85.8,48.214285714285715,6.9523809523809526,1.3571428571428572,8.80952380952381,136.47619047619048,25.523809523809526,8.928571428571429,5.428571428571429,64.04761904761905,27.666666666666668,9.0,216.0,3.2142857142857144
Daniel Nisbet,9.666666666666666,19.0,25.666666666666668,3.0,53.333333333333336,,5.0,16.333333333333332,10.333333333333334,6.0,32.0,4.0,29.333333333333332,,,,,,,,,27.333333333333332,,55.0,18.0,14.666666666666666,33.333333333333336,38.333333333333336,32.333333333333336,10.0,66.0,7.0,26.0,25.0,15.333333333333334,82.0,72.0,8.0,42.0,34.0,27.666666666666668,1.0,1.0,39.333333333333336,39.5,5.0,,3.3333333333333335,105.66666666666667,17.0,,4.0,,79.66666666666667,5.5,,4.0
Daniel Summerhays,5.666666666666667,8.666666666666666,13.0,1.6666666666666667,26.0,153.1,3.3333333333333335,11.0,5.333333333333333,3.6666666666666665,15.333333333333334,2.0,13.666666666666666,393.6666666666667,3.0,3.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.0,3.0,23.666666666666668,,24.0,7.333333333333333,10.333333333333334,17.666666666666668,21.0,17.0,9.0,32.666666666666664,5.0,13.0,12.666666666666666,10.666666666666666,49.0,40.0,3.0,11.0,8.666666666666666,14.666666666666666,,,24.0,23.5,3.6666666666666665,1.0,1.6666666666666667,48.666666666666664,5.666666666666667,3.0,2.0,,25.666666666666668,4.0,193.55,2.0
Danny Lee,32.125,42.125,68.25,8.75,130.25,81.375,22.25,61.666666666666664,27.375,11.458333333333334,75.0,10.5,79.91666666666667,1734.0833333333333,13.25,13.25,9.416666666666666,13.583333333333334,10.291666666666666,12.125,13.25,80.58333333333333,103.54166666666667,126.45833333333333,53.583333333333336,37.416666666666664,92.91666666666667,110.29166666666667,91.625,28.833333333333332,167.125,20.708333333333332,69.75,60.541666666666664,49.25,236.25,195.25,18.916666666666668,81.5,60.416666666666664,81.875,3.0,3.0,124.125,86.9375,20.333333333333332,4.25,14.083333333333334,249.70833333333334,34.916666666666664,13.75,10.5,72.58333333333333,,28.125,72.375,7.909090909090909
Danny Willett,16.77777777777778,20.77777777777778,35.22222222222222,5.0,69.55555555555556,,10.444444444444445,30.11111111111111,14.88888888888889,7.666666666666667,39.888888888888886,5.333333333333333,41.333333333333336,,,,,,,,,28.666666666666668,27.444444444444443,65.77777777777777,26.77777777777778,18.444444444444443,47.77777777777778,55.22222222222222,47.0,13.0,85.77777777777777,9.777777777777779,34.666666666666664,30.22222222222222,22.88888888888889,109.33333333333333,92.66666666666667,11.666666666666666,56.0,42.666666666666664,40.77777777777778,1.3333333333333333,1.3333333333333333,61.44444444444444,48.416666666666664,9.88888888888889,1.3333333333333333,8.222222222222221,131.77777777777777,18.22222222222222,,5.333333333333333,48.77777777777778,50.44444444444444,13.0,,4.25
Davey Jude,4.333333333333333,9.0,13.666666666666666,2.3333333333333335,27.333333333333332,76.8,3.3333333333333335,11.333333333333334,6.0,4.0,16.0,2.0,12.666666666666666,447.3333333333333,3.0,3.0,3.0,3.3333333333333335,2.3333333333333335,3.0,3.0,24.333333333333332,,23.666666666666668,5.666666666666667,11.666666666666666,17.333333333333332,21.666666666666668,15.666666666666666,8.666666666666666,34.0,5.0,13.0,11.666666666666666,10.333333333333334,49.0,42.0,2.3333333333333335,11.0,8.666666666666666,14.666666666666666,,,27.0,24.5,3.3333333333333335,,1.5,49.666666666666664,4.0,4.0,2.0,,26.0,4.0,112.35,2.0
David Hearn,33.625,52.083333333333336,78.29166666666667,10.291666666666666,147.125,90.8125,22.916666666666668,72.70833333333333,28.25,14.125,85.33333333333333,12.0,96.29166666666667,2318.375,14.65,14.583333333333334,14.666666666666666,14.541666666666666,14.458333333333334,17.058823529411764,18.0,113.33333333333333,93.66666666666667,148.75,70.5,36.708333333333336,110.20833333333333,129.79166666666666,101.625,31.791666666666668,196.66666666666666,21.75,78.0,69.0,54.333333333333336,263.0,217.25,22.833333333333332,104.75,77.625,90.91666666666667,3.25,3.25,137.75,102.75,20.25,3.75,10.041666666666666,287.875,33.375,16.875,12.0,61.95238095238095,50.041666666666664,28.375,129.6875,12.0
David Lingmerth,15.125,20.875,33.391304347826086,4.0,63.375,158.3125,8.333333333333334,25.958333333333332,11.208333333333334,6.75,36.208333333333336,5.0,40.416666666666664,931.875,7.5,6.958333333333333,6.333333333333333,7.117647058823529,7.5,7.117647058823529,7.5,26.166666666666668,49.958333333333336,61.708333333333336,27.916666666666668,14.041666666666666,44.875,51.291666666666664,43.458333333333336,23.5,79.54166666666667,9.608695652173912,32.5,28.291666666666668,21.875,111.0,93.33333333333333,8.916666666666666,41.875,31.791666666666668,36.666666666666664,,,56.291666666666664,44.96875,8.521739130434783,1.75,5.0476190476190474,121.75,18.208333333333332,9.8125,5.0,48.791666666666664,27.5,10.0,131.75,5.0
David Lipsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis Love III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis Riley,10.333333333333334,18.0,26.333333333333332,3.6666666666666665,49.666666666666664,105.42857142857143,8.333333333333334,27.0,10.0,4.333333333333333,28.333333333333332,4.0,28.666666666666668,806.3333333333334,4.333333333333333,6.0,4.666666666666667,5.666666666666667,5.0,4.666666666666667,6.0,24.666666666666668,24.666666666666668,49.333333333333336,18.333333333333332,18.333333333333332,36.333333333333336,45.333333333333336,33.0,10.0,66.66666666666667,7.333333333333333,26.0,22.666666666666668,18.0,82.0,67.0,8.333333333333334,42.0,32.0,31.0,1.0,1.0,51.82608695652174,40.25,7.0,1.5,3.5,96.33333333333333,7.333333333333333,3.5,4.0,25.666666666666668,25.333333333333332,10.5,182.96428571428572,4.0
Dawie van der Walt,5.333333333333333,8.666666666666666,13.0,1.6666666666666667,26.666666666666668,177.0,3.3333333333333335,11.0,4.666666666666667,2.3333333333333335,14.666666666666666,2.0,14.666666666666666,391.6666666666667,3.0,2.3333333333333335,2.6666666666666665,2.3333333333333335,3.0,2.3333333333333335,3.0,25.0,,24.666666666666668,9.0,8.333333333333334,17.666666666666668,21.0,16.666666666666668,8.666666666666666,32.333333333333336,3.6666666666666665,13.0,11.666666666666666,8.0,41.0,35.0,4.333333333333333,21.0,16.0,14.666666666666666,,,24.0,22.75,3.0,,,50.0,6.333333333333333,5.0,2.0,,25.666666666666668,4.0,209.25,2.0
Denny McCarthy,38.375,50.833333333333336,84.47826086956522,11.19047619047619,154.70833333333334,40.75,29.458333333333332,81.58333333333333,34.25,13.333333333333334,88.08333333333333,12.5,100.79166666666667,2552.7916666666665,18.75,13.73913043478261,14.833333333333334,17.833333333333332,16.583333333333332,13.75,18.75,61.166666666666664,127.33333333333333,146.79166666666666,75.41666666666667,35.625,113.0,136.08333333333334,109.20833333333333,30.75,199.58333333333334,24.166666666666668,81.25,69.95833333333333,61.875,278.25,223.70833333333334,22.625,103.75,78.66666666666667,100.33333333333333,3.125,3.125,142.74074074074073,102.3125,27.041666666666668,5.8125,17.291666666666668,293.1666666666667,32.708333333333336,12.375,12.5,92.58333333333333,27.904761904761905,37.9375,75.84375,11.222222222222221
Derek Ernst,10.761904761904763,15.714285714285714,24.238095238095237,3.1904761904761907,45.666666666666664,180.85714285714286,5.904761904761905,19.666666666666668,8.095238095238095,4.714285714285714,26.904761904761905,3.7142857142857144,27.666666666666668,731.0,5.571428571428571,4.0476190476190474,5.380952380952381,4.888888888888889,4.666666666666667,5.466666666666667,5.571428571428571,25.238095238095237,33.0,48.76190476190476,16.333333333333332,14.857142857142858,33.714285714285715,38.476190476190474,31.80952380952381,14.761904761904763,60.42857142857143,7.0476190476190474,24.142857142857142,20.666666666666668,16.047619047619047,77.28571428571429,64.9047619047619,8.933333333333334,37.57142857142857,29.904761904761905,27.0,3.0,3.0,43.476190476190474,36.75,5.5,2.5,4.380952380952381,91.95238095238095,13.19047619047619,6.875,3.7142857142857144,31.5,33.0,7.0,191.14285714285714,3.375
